111, 2594648, 4023, 0, 8830, 75, 
142, 2580634, 3899, 0, 8852, 74, 
109, 2576956, 3978, 0, 9330, 76, 
109, 2569664, 3899, 0, 8805, 74, 
109, 2576503, 3894, 0, 8800, 74, 
109, 2567500, 3864, 0, 8811, 74, 
111, 2572381, 3880, 0, 9000, 75, 
108, 2559190, 3890, 0, 8845, 74, 
109, 2561988, 3868, 0, 8917, 75, 
109, 2557814, 3866, 0, 8900, 74, 
111, 2571001, 3937, 0, 8970, 75, 
108, 2571087, 3985, 0, 9061, 75, 
111, 2567163, 4093, 0, 8948, 75, 
109, 2564889, 4004, 0, 9001, 76, 
109, 2572399, 3869, 0, 8802, 75, 
109, 2570235, 3902, 0, 8791, 75, 
109, 2571974, 3876, 0, 8856, 74, 
109, 2571378, 3934, 0, 8921, 75, 
109, 2570395, 3928, 0, 8836, 74, 
108, 2559097, 4019, 0, 8834, 75, 
111, 2580163, 3958, 0, 9166, 74, 
111, 2565436, 3869, 0, 8996, 74, 
111, 2568934, 3974, 0, 8981, 76, 
108, 2597621, 3875, 0, 8882, 74, 
109, 2568503, 3911, 0, 9004, 76, 
111, 2628124, 3943, 0, 9059, 76, 
111, 2597856, 4028, 0, 9010, 76, 
111, 2594748, 3971, 0, 8977, 75, 
113, 2597355, 3941, 0, 8994, 75, 
111, 2596739, 4398, 0, 9235, 76, 
111, 2614467, 3947, 0, 9401, 75, 
111, 2616165, 4003, 0, 9174, 76, 
109, 2572749, 3877, 0, 9328, 74, 
109, 2570996, 4199, 0, 9206, 77, 
123, 2565056, 3872, 0, 8960, 74, 
108, 2583203, 3902, 0, 8907, 74, 
