111, 14096, 3635, 694, 0, 79, 
109, 13895, 3670, 684, 0, 76, 
109, 13833, 3549, 684, 0, 77, 
109, 13841, 3555, 682, 0, 76, 
111, 14123, 3689, 679, 0, 76, 
109, 13866, 3554, 686, 0, 76, 
109, 13830, 3554, 677, 0, 76, 
109, 13850, 3548, 682, 0, 76, 
109, 14047, 3557, 678, 0, 76, 
109, 13828, 3556, 677, 0, 76, 
109, 13836, 3552, 685, 0, 75, 
109, 13835, 3551, 685, 0, 76, 
109, 13842, 3549, 679, 0, 76, 
109, 13834, 3554, 682, 0, 76, 
109, 13846, 3556, 678, 0, 76, 
109, 13829, 3896, 680, 0, 76, 
109, 13862, 3554, 704, 0, 76, 
109, 13843, 3550, 680, 0, 76, 
109, 13828, 3551, 682, 0, 77, 
109, 13841, 3552, 678, 0, 76, 
109, 13838, 3552, 684, 0, 76, 
109, 13828, 3550, 685, 0, 76, 
124, 13836, 3937, 677, 0, 76, 
109, 13834, 3550, 672, 0, 76, 
109, 13857, 3555, 682, 0, 76, 
109, 13848, 3550, 680, 0, 77, 
150, 14228, 3565, 683, 0, 76, 
109, 14113, 3557, 681, 0, 137, 
109, 13874, 3559, 679, 0, 76, 
109, 14112, 3558, 683, 0, 76, 
109, 13827, 3556, 681, 0, 76, 
109, 13889, 3549, 684, 0, 76, 
109, 13886, 3550, 682, 0, 76, 
109, 13839, 3559, 681, 0, 76, 
109, 13883, 3574, 682, 0, 76, 
109, 13879, 3553, 684, 0, 76, 
109, 13830, 3550, 684, 0, 76, 
109, 13876, 3563, 684, 0, 77, 
109, 13820, 3548, 681, 0, 76, 
109, 13880, 3558, 684, 0, 76, 
109, 13880, 3560, 682, 0, 79, 
109, 13878, 3556, 682, 0, 76, 
109, 13866, 3557, 679, 0, 76, 
110, 13935, 3563, 732, 0, 76, 
109, 13916, 3553, 682, 0, 76, 
109, 13896, 3624, 678, 0, 76, 
113, 13865, 3558, 675, 0, 76, 
109, 13834, 3554, 679, 0, 77, 
109, 13875, 3556, 682, 0, 76, 
110, 13887, 3558, 675, 0, 76, 
109, 13838, 3552, 678, 0, 76, 
109, 13838, 3555, 674, 0, 76, 
110, 13869, 3561, 681, 0, 77, 
109, 13834, 3549, 677, 0, 76, 
109, 13980, 3562, 682, 0, 78, 
109, 13872, 3554, 683, 0, 76, 
109, 13884, 3550, 679, 0, 76, 
109, 13879, 3555, 682, 0, 76, 
109, 13872, 3565, 683, 0, 76, 
109, 13873, 3563, 682, 0, 76, 
109, 13849, 3548, 678, 0, 76, 
109, 13922, 3555, 677, 0, 76, 
109, 13874, 3551, 677, 0, 76, 
109, 13974, 3622, 681, 0, 77, 
109, 13873, 3558, 680, 0, 76, 
109, 13838, 3553, 678, 0, 76, 
110, 13880, 3562, 677, 0, 76, 
109, 13872, 3554, 682, 0, 76, 
109, 13844, 3610, 680, 0, 76, 
109, 13873, 3551, 682, 0, 76, 
109, 14048, 3561, 678, 0, 76, 
109, 13943, 3553, 677, 0, 76, 
113, 13865, 3556, 685, 0, 76, 
109, 13838, 3555, 678, 0, 76, 
109, 14331, 3749, 684, 0, 76, 
109, 13868, 3556, 678, 0, 76, 
113, 13879, 3552, 683, 0, 76, 
109, 13865, 3558, 683, 0, 76, 
109, 13839, 3545, 680, 0, 76, 
109, 13896, 3557, 680, 0, 76, 
109, 13835, 3556, 680, 0, 76, 
109, 13882, 3556, 682, 0, 77, 
109, 13875, 3594, 683, 0, 78, 
109, 13960, 3554, 681, 0, 79, 
109, 13829, 3553, 684, 0, 76, 
109, 13914, 3561, 679, 0, 76, 
109, 13837, 3616, 680, 0, 76, 
109, 13823, 3543, 685, 0, 76, 
109, 13823, 3549, 682, 0, 76, 
109, 13883, 3555, 682, 0, 76, 
109, 13894, 3561, 680, 0, 76, 
109, 13962, 3588, 680, 0, 137, 
109, 13837, 3551, 683, 0, 77, 
109, 13967, 3553, 679, 0, 76, 
110, 13867, 3591, 682, 0, 76, 
109, 13868, 3557, 683, 0, 76, 
109, 13945, 3615, 682, 0, 76, 
109, 13874, 3547, 680, 0, 76, 
109, 13890, 3556, 680, 0, 76, 
109, 13875, 3554, 683, 0, 76, 
